1686259600;2150400
1686259601;2150400
1686259602;190566400
1686259603;307367936
1686259604;307367936
1686259605;389873664
1686259606;389873664
1686259607;498212864
1686259608;573784064
1686259609;638480384
1686259610;638480384
1686259611;746450944
1686259612;746450944
1686259613;865292288
1686259614;951582720
1686259615;951582720
1686259616;1048354816
1686259617;1048354816
1686259618;1124093952
1686259619;1188823040
1686259620;1188823040
1686259621;1285959680
1686259622;1285959680
1686259623;1383243776
1686259624;1469894656
1686259625;1513439232
1686259626;1513439232
1686259627;1577250816
1686259628;1641484288
1686259629;1641484288
1686259630;1717215232
1686259631;1717215232
1686259632;1815269376
1686259633;1912586240
1686259634;1912586240
1686259635;1999257600
1686259636;2064171008
1686259637;2064171008
1686259638;2161360896
1686259639;2237108224
1686259640;2237108224
1686259641;2323472384
1686259642;2323472384
1686259643;2431447040
1686259644;2431447040
1686259645;2528583680
1686259646;2604691456
1686259647;2604691456
1686259648;2700525568
1686259649;2788360192
1686259650;2853122048
1686259651;2853122048
1686259652;2917699584
1686259653;2993348608
1686259654;3090731008
1686259655;3090731008
1686259656;3166248960
1686259657;3166248960
1686259658;3264040960
1686259659;3361390592
1686259660;3361390592
1686259661;3426246656
1686259662;3512623104
1686259663;3512623104
1686259664;3609899008
1686259665;3663941632
1686259666;4354199552
1686259667;4354199552
1686259668;5644566528
1686259669;5644566528
1686259670;6778716160
1686259671;6778716160
1686259672;6842146816
1686259673;6842146816
1686259674;6866120704
1686259675;6898696192
1686259676;6921711616
1686259677;6921711616
1686259678;6968086528
1686259679;6967578624
1686259680;6967578624
1686259681;6967578624
1686259682;6967578624
1686259683;6967578624
1686259684;6967578624
1686259685;6967578624
1686259686;6967578624
1686259687;6967578624
1686259688;6967578624
1686259689;6967578624
1686259690;6967578624
1686259691;6967578624
1686259692;6967578624
1686259693;6967578624
