16870168437650;38
16870168438230;70
16870168438796;90
16870168439384;93
16870168439964;94
16870168440525;95
16870168441090;95
16870168441651;96
16870168442214;99
16870168442775;100
16870168443336;101
16870168443897;101
16870168444458;102
16870168445025;103
16870168445587;103
16870168446151;104
16870168446714;114
16870168447276;115
16870168447839;123
16870168448402;134
16870168448966;136
16870168449529;147
16870168450091;149
16870168450658;153
16870168451219;166
16870168451795;173
16870168452362;178
16870168452931;187
16870168453495;191
16870168454092;208
16870168454692;214
16870168455272;218
16870168455843;219
16870168456409;219
16870168457002;224
16870168457574;224
16870168458165;224
16870168458756;224
16870168459338;224
16870168459917;225
16870168460503;225
16870168461092;225
16870168461672;225
16870168462270;225
16870168462860;225
16870168463448;225
16870168464026;380
16870168464594;559
16870168465159;727
16870168465728;1305
16870168466337;1415
16870168466969;1389
16870168467536;1389
